source,text,created,compound,positive,negative,neutral,tweets ago
@CNN,Amazon is increasing its minimum wage to $15 an hour for all US employees effective November 1. The increase applie… https://t.co/7wdZW3IAJU,Tue Oct 02 14:20:11 +0000 2018,0.7269,0.283,0.0,0.717,46
@CNN,"An off-duty border patrol agent wanted an explosive gender reveal party for his family and friends, but he ended up… https://t.co/13EbcuYzod",Tue Oct 02 14:16:39 +0000 2018,0.4404,0.17,0.0,0.83,47
@CNN,How Trump landed his biggest trade win yet https://t.co/KsCURtdxXU https://t.co/EVu6GvJXLO,Tue Oct 02 14:06:24 +0000 2018,0.5859,0.297,0.0,0.703,48
@CNN,A Georgia high school football player who came out of a game Friday night with an injury and then lost consciousnes… https://t.co/QqVp8VPJmy,Tue Oct 02 13:51:40 +0000 2018,-0.6249,0.0,0.221,0.779,49
@CNN,14 midterm races that could change America | via @CNNopinion https://t.co/UCSk6My02W,Tue Oct 02 13:40:06 +0000 2018,0.0,0.0,0.0,1.0,50
@CNN,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/GxDna7LY1l",Tue Oct 02 13:30:00 +0000 2018,0.0,0.0,0.0,1.0,51
@CNN,"Today's top business headlines with @ChristineRomans before the opening bell on Wall Street:

- Dow, S&amp;P 500 rise o… https://t.co/dRT2SI1tCJ",Tue Oct 02 13:22:26 +0000 2018,0.2023,0.091,0.0,0.909,52
@CNN,"Opposite-sex couples in England and Wales will be able to have civil partnerships instead of getting married, endin… https://t.co/ZPt5r6SsWk",Tue Oct 02 13:10:07 +0000 2018,0.0,0.0,0.0,1.0,53
@CNN,"""I know the name of the boy who assaulted me. I have no reason to disrupt his life, even though mine has been upend… https://t.co/gAYDWTXIjH",Tue Oct 02 13:00:07 +0000 2018,-0.6808,0.0,0.203,0.797,54
@CNN,"Two notable things about today's Nobel Prize in Physics:

• Donna Strickland is the first woman in 55 years to win,… https://t.co/lrXyzuGeGj",Tue Oct 02 12:53:28 +0000 2018,0.5106,0.142,0.0,0.858,55
@CNN,President Trump was personally involved in an effort to prevent adult film actress Stormy Daniels from publicly dis… https://t.co/DT9kNgwIKH,Tue Oct 02 12:40:06 +0000 2018,0.0258,0.058,0.0,0.942,56
@CNN,A hunter in Alaska was hospitalized after the bear he shot rolled on top of him https://t.co/fMDNQ7jCqc https://t.co/zn41lWEid4,Tue Oct 02 12:31:04 +0000 2018,0.2023,0.101,0.0,0.899,57
@CNN,More than 100 people who survived the Las Vegas shooting one year ago gathered Monday night at the site of the Rout… https://t.co/zRv0SrNVEB,Tue Oct 02 12:30:06 +0000 2018,0.5106,0.13,0.0,0.87,58
@CNN,Texas Senate candidate Beto O'Rourke apologized Monday for once writing a critical review of a Broadway musical in… https://t.co/bCjQqeH6S1,Tue Oct 02 12:20:07 +0000 2018,0.0,0.117,0.117,0.765,59
@CNN,"These satellite images show how entire neighborhoods, and even a bridge, were wiped away in Friday's deadly earthqu… https://t.co/earveq5DV7",Tue Oct 02 12:10:10 +0000 2018,0.0,0.0,0.0,1.0,60
@CNN,Amazon says it is increasing its minimum wage to $15 an hour for all US employees effective November 1. The increas… https://t.co/7v1feIHOdU,Tue Oct 02 12:06:21 +0000 2018,0.5859,0.194,0.0,0.806,61
@CNN,Supreme Court nominee Brett Kavanaugh will not be teaching at Harvard Law School in January 2019. The school inform… https://t.co/CPEV4qYRWd,Tue Oct 02 11:56:12 +0000 2018,0.5574,0.159,0.0,0.841,62
@CNN,"President Trump inspires less trust around the world than many other international leaders, including autocrats lik… https://t.co/MnJootWNQj",Tue Oct 02 11:40:07 +0000 2018,0.7102,0.283,0.0,0.717,63
@CNN,"Rape allegations against Cristiano Ronaldo 'not fake news,' says accuser's lawyer https://t.co/VQNypII2qQ https://t.co/FrUzevjGJ0",Tue Oct 02 11:30:09 +0000 2018,-0.4847,0.14,0.257,0.603,64
@CNN,LAX will permit fliers to bring small amounts of legal marijuana through security in their carry-on bags… https://t.co/ev5lV6PN8o,Tue Oct 02 11:22:28 +0000 2018,0.4404,0.196,0.0,0.804,65
@CNN,"5 things for Tuesday: 

- Brett Kavanaugh
- Indonesia
- Bump stocks
- Macedonia
- Southwest weather… https://t.co/ADXgtqFmCR",Tue Oct 02 11:10:36 +0000 2018,0.0,0.0,0.0,1.0,66
@CNN,"Death toll rises to 1,234 following Friday's devastating earthquake and tsunami in the Indonesian city of Palu, acc… https://t.co/1ZoXe3GDhC",Tue Oct 02 11:01:46 +0000 2018,-0.8481,0.0,0.325,0.675,67
@CNN,Mark Judge  -- the man who has been named as a witness to the alleged incident between Supreme Court nominee Brett… https://t.co/6Ceej80k8f,Tue Oct 02 10:52:05 +0000 2018,0.5574,0.153,0.0,0.847,68
@CNN,"An off-duty border patrol agent wanted an explosive gender reveal party for his family and friends, but he ended up… https://t.co/6kSAPXC2o9",Tue Oct 02 10:44:47 +0000 2018,0.4404,0.17,0.0,0.83,69
@CNN,JUST IN: Amazon says it is increasing its minimum wage to $15 an hour for all US employees effective November 1. Th… https://t.co/2U853WZAP9,Tue Oct 02 10:27:53 +0000 2018,0.5859,0.186,0.0,0.814,70
@CNN,How Trump landed his biggest trade win yet https://t.co/aS3kVXoFC2 https://t.co/Aelj4InflV,Tue Oct 02 10:20:09 +0000 2018,0.5859,0.297,0.0,0.703,71
@CNN,Washington holds its breath as the FBI investigates Kavanaugh | Analysis by @CillizzaCNN https://t.co/i3EbetiWJA https://t.co/NpYHIWdfSj,Tue Oct 02 10:13:16 +0000 2018,0.0,0.0,0.0,1.0,72
@CNN,JUST IN: The 2018 Nobel Prize in Physics celebrates groundbreaking laser inventions. It's shared between three phys… https://t.co/nl1NJjYktw,Tue Oct 02 10:11:24 +0000 2018,0.8555,0.385,0.0,0.615,73
@CNN,"Welcome to football's sonic revolution?

Germany's Bayern Munich is exploring the relationship between crowd noise… https://t.co/SskEmqb4z6",Tue Oct 02 09:59:00 +0000 2018,0.4588,0.167,0.0,0.833,74
@CNN,"What's on the menu? 

Locust soufflé. Mealworm chocolate truffles. Caterpillar lasagna.

Promoting insects as tasty… https://t.co/1zR07skcIt",Tue Oct 02 09:53:04 +0000 2018,0.3612,0.143,0.0,0.857,75
@CNN,"""If you have other opinions, they put you in jail."" 

Rwandan opposition leader Victoire Ingabire has been released… https://t.co/LCLIK3JbsA",Tue Oct 02 09:28:07 +0000 2018,0.0,0.0,0.0,1.0,76
@CNN,"RT @cnni: ""If you have other opinions, they put you in jail."" 

Rwandan opposition leader Victoire Ingabire has been released from jail. Sh…",Tue Oct 02 09:18:33 +0000 2018,0.0,0.0,0.0,1.0,77
@CNN,Health officials are 'very worried' as African swine fever spreads in Europe and Asia https://t.co/GWs6r7GiCV https://t.co/nZgNFDywkK,Tue Oct 02 08:57:53 +0000 2018,-0.3597,0.0,0.143,0.857,78
@CNN,"An explosive gender reveal party in Arizona ended up igniting a wildfire that spread over 47,000 acres https://t.co/G6nyIrypWe",Tue Oct 02 08:56:03 +0000 2018,0.4019,0.144,0.0,0.856,79
@CNN,"The number of people killed by the earthquake and tsunami that hit Sulawesi, Indonesia is now at least 1,234, Indon… https://t.co/CFH0U0SOVz",Tue Oct 02 08:36:53 +0000 2018,-0.6369,0.052,0.181,0.766,80
@CNN,Are you tall? Better watch out for varicose veins https://t.co/EaCLdBmsF4 https://t.co/9FvRdFI4si,Tue Oct 02 08:01:06 +0000 2018,0.4404,0.225,0.0,0.775,81
@CNN,Nobel Prize in Medicine winner James Allison received a phone call from former VP Joe Biden congratulating him on w… https://t.co/50esqVTdeQ,Tue Oct 02 08:01:00 +0000 2018,0.7964,0.283,0.0,0.717,82
@CNN,"JUST IN: 1,234 people have been confirmed dead following the earthquake and tsunami that struck Sulawesi, Indonesia https://t.co/O0j7to7esF",Tue Oct 02 07:40:59 +0000 2018,-0.743,0.0,0.283,0.717,83
@CNN,"A pair of conjoined twins have been flown from Bhutan to Australia, where doctors hope they will be able to operate… https://t.co/C0ffIvFAd7",Tue Oct 02 07:12:15 +0000 2018,0.4404,0.127,0.0,0.873,84
@CNN,LAX will permit fliers to bring small amounts of legal marijuana through security in their carry-on bags -- but tha… https://t.co/SouRr0nDME,Tue Oct 02 07:01:03 +0000 2018,0.2382,0.134,0.0,0.866,85
@CNN,"Investigators are searching for answers at the scene of a car explosion that killed three people in Pennsylvania, i… https://t.co/ZeFW25niQj",Tue Oct 02 06:57:38 +0000 2018,-0.6705,0.0,0.2,0.8,86
@CNN,"48% of US voters say the Senate should not vote to confirm Supreme Court nominee Brett Kavanaugh, up from 42% who s… https://t.co/f1adxl51YL",Tue Oct 02 06:31:04 +0000 2018,0.5574,0.141,0.0,0.859,87
@CNN,Land O'Lakes CEO Beth Ford explains why US farmers may need more certainty from the Trump Administration around tra… https://t.co/uuRMS4N6KJ,Tue Oct 02 06:16:00 +0000 2018,0.3167,0.108,0.0,0.892,88
@CNN,"An explosive gender reveal party in Arizona ended up igniting a wildfire that spread over 47,000 acres https://t.co/rFSbHvETJW",Tue Oct 02 06:11:44 +0000 2018,0.4019,0.144,0.0,0.856,89
@CNN,"Monday marks the end of an era at Goldman Sachs, with Lloyd Blankfein officially being replaced as CEO by David Sol… https://t.co/ImMzRmv5u0",Tue Oct 02 05:46:00 +0000 2018,0.0,0.0,0.0,1.0,90
@CNN,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/fDvs6WGJjA",Tue Oct 02 05:16:00 +0000 2018,0.0,0.0,0.0,1.0,91
@CNN,"RT @CNNMoney: McDonald's will no longer include artificial preservatives, flavors or coloring in its burgers https://t.co/zKxtUAgIEs https:…",Tue Oct 02 05:11:55 +0000 2018,-0.296,0.0,0.121,0.879,92
@CNN,"Tropical Storm Rosa is forecast to make landfall early Tuesday, with more than 11 million people under a flash floo… https://t.co/VAuY0JjUyR",Tue Oct 02 04:53:29 +0000 2018,0.0,0.0,0.0,1.0,93
@CNN,"A new way of looking at soccer matches has arrived -- through fan energy. Using acoustic camera technology, stadium… https://t.co/WrA1rgndGv",Tue Oct 02 04:46:00 +0000 2018,0.5267,0.206,0.0,0.794,94
@CNN,American James Allison and Japan's Tasuku Honjo have won the 2018 Nobel Prize in Medicine for a pioneering new appr… https://t.co/4d2F0g04O8,Tue Oct 02 04:31:04 +0000 2018,0.7906,0.28,0.0,0.72,95
@CNN,There are lots of hurdles to overcome when bringing a sexual assault case to the courtroom https://t.co/vnJ7fAyqdZ,Tue Oct 02 04:28:23 +0000 2018,-0.5859,0.0,0.202,0.798,96
@CNN,President Trump awarded the Medal of Honor to former Army medic staff Sgt. Ronald Shurer II https://t.co/2Dw93LxrmH https://t.co/disQSOzVrT,Tue Oct 02 04:16:00 +0000 2018,0.8402,0.375,0.0,0.625,97
@CNN,"RT @CNNTonight: Whether or not Brett Kavanaugh is confirmed is at about 50/50 at this point, says author @dkaplan007.

It depends on what t…",Tue Oct 02 04:02:50 +0000 2018,0.0,0.0,0.0,1.0,98
@CNN,"""I wouldn't wish it even on my worst enemy."" Immigrant moms write letters from detention, saying that even after be… https://t.co/fN4YdKQ5Qq",Tue Oct 02 04:01:05 +0000 2018,-0.8342,0.0,0.33,0.67,99
@CNN,"Supreme Court nominee Brett Kavanaugh was accused of starting a bar fight while he was a student at Yale, according… https://t.co/XomipPDxPz",Tue Oct 02 03:57:35 +0000 2018,-0.0516,0.148,0.197,0.656,100
@FoxNews,"Kentucky @GovMattBevin on new USMCA trade deal: ""This is what's been needed."" #Cavuto https://t.co/MG8lruv6MB",Tue Oct 02 20:48:33 +0000 2018,0.0,0.0,0.0,1.0,1
@FoxNews,"Kentucky @GovMattBevin on the Russia probe: ""It's floundering, trying to find some semblance of relevance."" #Cavuto https://t.co/ELPhzLpoww",Tue Oct 02 20:44:31 +0000 2018,0.0,0.0,0.0,1.0,2
@FoxNews,"Sen. @JimInhofe: ""With all the accusations out there, no one has corroborated on anything."" #Cavuto https://t.co/KYxlRbHDyA",Tue Oct 02 20:37:04 +0000 2018,-0.5423,0.0,0.243,0.757,3
@FoxNews,"Georgetown professor suspended by Twitter after call for ‘deaths’ of GOP senators, Kavanaugh. https://t.co/P0TbwOpL9i",Tue Oct 02 20:34:06 +0000 2018,-0.4767,0.0,0.193,0.807,4
@FoxNews,RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average closed at a record high. It is the 102nd record close for the Dow since El…,Tue Oct 02 20:09:06 +0000 2018,0.0,0.0,0.0,1.0,5
@FoxNews,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/Sb2cju6RMf https://t.co/CffEDcSSiF,Tue Oct 02 20:05:40 +0000 2018,0.0,0.0,0.0,1.0,6
@FoxNews,President @realDonaldTrump speaks in Philadelphia five weeks ahead of midterm elections https://t.co/50tdnoBuvD,Tue Oct 02 20:01:31 +0000 2018,0.0,0.0,0.0,1.0,7
@FoxNews,Envelopes sent to Pentagon test positive for ricin https://t.co/ycpmvkw9X2 https://t.co/4T8m9zVA5C,Tue Oct 02 19:57:42 +0000 2018,0.5574,0.286,0.0,0.714,8
@FoxNews,"Clinton accuser Juanita Broaddrick demands FBI probe on Clinton rape claim, amid Kavanaugh furor (via… https://t.co/OZ0UPF8q4k",Tue Oct 02 19:49:20 +0000 2018,-0.6908,0.0,0.239,0.761,9
@FoxNews,Ford's team says they have reached out to @FBI multiple times and still have not been contacted… https://t.co/Hvmdppf3tL,Tue Oct 02 19:39:02 +0000 2018,0.1027,0.076,0.0,0.924,10
@FoxNews,"JUST IN: @SecPompeo to meet with Kim Jong Un on Sunday, State Department announces https://t.co/nCxViRI6Ea https://t.co/ypVLI14Ijo",Tue Oct 02 19:35:25 +0000 2018,0.0,0.0,0.0,1.0,11
@FoxNews,".@POTUS: ""After years of rebuilding foreign countries, we are finally rebuilding our country.""… https://t.co/bWfBmPHwq5",Tue Oct 02 19:27:33 +0000 2018,0.0,0.0,0.0,1.0,12
@FoxNews,".@POTUS: ""We're straightening out some of these horrible deals that stole our wealth, stole our jobs, stole so much… https://t.co/MHizs8flTH",Tue Oct 02 19:22:19 +0000 2018,-0.0772,0.13,0.142,0.729,13
@FoxNews,".@POTUS: ""NAFTA was one of the worst trade deals ever made in any country at any time, and now we have a great trad… https://t.co/GK9JGU7Nfc",Tue Oct 02 19:16:58 +0000 2018,0.0,0.136,0.136,0.728,14
@FoxNews,".@POTUS: ""We're in the midst of a manufacturing renaissance."" https://t.co/xhAj9J19k5",Tue Oct 02 19:12:54 +0000 2018,0.0,0.0,0.0,1.0,15
@FoxNews,".@POTUS: ""The stock market...is at an all-time high today."" https://t.co/jdiXb1UtWs",Tue Oct 02 19:08:05 +0000 2018,0.0,0.0,0.0,1.0,16
@FoxNews,".@POTUS: ""This is really an incredible time for our nation. We are respected again."" https://t.co/EXN4HZooEy",Tue Oct 02 19:05:06 +0000 2018,0.4767,0.181,0.0,0.819,17
@FoxNews,"GOP hoping to flip Montana seat red, @pdoocy reports https://t.co/q4ke8uWN2v",Tue Oct 02 19:01:35 +0000 2018,0.4215,0.237,0.0,0.763,18
@FoxNews,".@HillaryClinton: ""For anyone who believes there's such a thing as a judicial temperament and that we want judges,… https://t.co/cR0Npgb03k",Tue Oct 02 18:56:13 +0000 2018,0.0772,0.075,0.0,0.925,19
@FoxNews,.@POTUS makes remarks on the economy and tax reform at the annual convention for the National Electrical Contractor… https://t.co/6OW3HRYPdV,Tue Oct 02 18:55:22 +0000 2018,0.0,0.0,0.0,1.0,20
@FoxNews,".@senatemajldr: ""We will be voting this week on the Kavanaugh nomination."" https://t.co/IBAR6gJ0oX https://t.co/SK5Ibvi3qq",Tue Oct 02 18:44:35 +0000 2018,0.0,0.0,0.0,1.0,21
@FoxNews,Two envelopes testing positive for ricin sent to the Pentagon https://t.co/ycpmvkw9X2 https://t.co/QLW6DFVq73,Tue Oct 02 18:41:42 +0000 2018,0.5574,0.247,0.0,0.753,22
@FoxNews,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""This is bottom. If this is not bottom, help us all."" https://t.co/RoyP0v5RWr",Tue Oct 02 18:34:58 +0000 2018,-0.5938,0.0,0.245,0.755,23
@FoxNews,".@LindseyGrahamSC: ""I think it's a scary time for principles."" https://t.co/XibC8DrcXl",Tue Oct 02 18:32:32 +0000 2018,-0.4939,0.0,0.286,0.714,24
@FoxNews,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""To me, this is such an emotional event now. Give the public as… https://t.co/WbzIp5I2Q9",Tue Oct 02 18:24:02 +0000 2018,-0.25,0.075,0.123,0.802,25
@FoxNews,".@LindseyGrahamSC on Kavanaugh confirmation battle: ""If this is the new normal, God help us all."" https://t.co/Jwo2XmnDV1",Tue Oct 02 18:19:44 +0000 2018,0.296,0.235,0.127,0.637,26
@FoxNews,"Senate Judiciary Committee blasts report as ""last-ditch effort to derail the nomination"" https://t.co/KvzekNAX5M",Tue Oct 02 18:16:52 +0000 2018,-0.296,0.0,0.155,0.845,27
@FoxNews,.@senatemajldr Mitch McConnell prepares for full Senate vote on Kavanaugh nomination to Supreme Court… https://t.co/2XSuefytII,Tue Oct 02 18:11:14 +0000 2018,0.5574,0.205,0.0,0.795,28
@FoxNews,.@HillaryClinton speaks at Day 1 of The Atlantic Festival https://t.co/wi4p8hdpba,Tue Oct 02 18:09:19 +0000 2018,0.4939,0.286,0.0,0.714,29
@FoxNews,"On @AmericaNewsroom, Republican U.S. Senate candidate @JohnJamesMI discussed the impact of the Kavanaugh confirmati… https://t.co/mrt0PArQ1V",Tue Oct 02 17:58:01 +0000 2018,0.0,0.0,0.0,1.0,30
@FoxNews,Flag Shredded by Hurricane Florence Auctioned for $10K in Honor of Late Family Member https://t.co/7vhCH3RvmX,Tue Oct 02 17:45:51 +0000 2018,0.4939,0.186,0.0,0.814,31
@FoxNews,"JUST IN: Two people were taken to the hospital after being exposed to a ""white powdery substance"" at Sen. Ted Cruz'… https://t.co/WgIo5udhvJ",Tue Oct 02 17:42:45 +0000 2018,-0.0772,0.0,0.061,0.939,32
@FoxNews,".@POTUS: “My whole life I’ve heard, ‘you’re innocent until proven guilty,’ but now you’re guilty until proven innoc… https://t.co/uf94qyXIGy",Tue Oct 02 17:36:48 +0000 2018,-0.4588,0.076,0.165,0.759,33
@FoxNews,".@POTUS: “I thought he did very well. He’s fighting very hard for his reputation, for his family.” https://t.co/dIUvNLwZdl",Tue Oct 02 17:31:35 +0000 2018,-0.2648,0.11,0.204,0.687,34
@FoxNews,.@POTUS: “A lot is going to depend on what comes back from the FBI… I think that Judge Kavanaugh is doing very well… https://t.co/0eWXr7XR83,Tue Oct 02 17:30:26 +0000 2018,0.0,0.0,0.0,1.0,35
@FoxNews,.@POTUS: “I think the Democrats are going to like the trade bill.” https://t.co/q25ClXoHS4,Tue Oct 02 17:27:04 +0000 2018,0.3612,0.172,0.0,0.828,36
@FoxNews,.@POTUS: “The deal we’ve made with Canada and Mexico has gotten tremendous reviews.” https://t.co/z0RJNJF7rQ,Tue Oct 02 17:26:17 +0000 2018,0.0,0.0,0.0,1.0,37
@FoxNews,"President @realDonaldTrump departs Joint Base Andrews, heading to Philadelphia, Pennsylvania. https://t.co/d1tGHtx6Wz",Tue Oct 02 17:21:33 +0000 2018,0.0,0.0,0.0,1.0,38
@FoxNews,.@RepLeeZeldin: “What we’re seeing right now is a politicization of the confirmation process and strategically to p… https://t.co/kcpZgRy4Ur,Tue Oct 02 17:19:38 +0000 2018,0.0,0.0,0.0,1.0,39
@FoxNews,"US restricts same-sex visas for diplomat partners, sets January deadline to get married or get out https://t.co/Dd5CQA0wKO",Tue Oct 02 17:13:46 +0000 2018,-0.3182,0.0,0.126,0.874,40
@FoxNews,Kudlow: Trump's US-Mexico-Canada Trade Agreement 'Sends a Message to China' https://t.co/LHNNQfg5cy,Tue Oct 02 16:50:00 +0000 2018,0.4939,0.262,0.0,0.738,41
@FoxNews,.@CharlesHurt: “The number of people in the FBI who seem to think they are not answerable to anyone… it’s staggerin… https://t.co/oAaLdodXg2,Tue Oct 02 16:45:00 +0000 2018,0.0772,0.061,0.0,0.939,42
@FoxNews,"Children waves American and Ghana flags during an arrival ceremony for @FLOTUS in Accra, Ghana on Tuesday. The firs… https://t.co/SKhwR6lw5C",Tue Oct 02 16:40:03 +0000 2018,0.0,0.0,0.0,1.0,43
@FoxNews,"JUST IN: At least two packages sent to Pentagon suspected to contain ricin, official says https://t.co/7tOqvOD7Gt",Tue Oct 02 16:32:34 +0000 2018,-0.2263,0.0,0.112,0.888,44
@FoxNews,".@senatemajldr: “The Senate will vote on Judge Kavanaugh here on this floor, this week.” https://t.co/IBAR6gJ0oX https://t.co/TVtNcYiQZq",Tue Oct 02 16:07:39 +0000 2018,0.0,0.0,0.0,1.0,45
@FoxNews,Horse wanders into French bar after breaking loose at racetrack https://t.co/qYBlWqT3nz https://t.co/zv2vXATyGX,Tue Oct 02 16:04:00 +0000 2018,-0.3182,0.0,0.173,0.827,46
@FoxNews,.@senatemajldr Mitch McConnell slammed Democrats on Tuesday amid the @FBI's probe of the allegations leveled agains… https://t.co/xfnjX8A0zI,Tue Oct 02 16:01:08 +0000 2018,0.0,0.0,0.0,1.0,47
@FoxNews,.@RepAndyBiggsAZ: “I think [Rod Rosenstein] should resign.” https://t.co/9bFeg7AiXZ,Tue Oct 02 15:50:44 +0000 2018,0.0,0.0,0.0,1.0,48
@FoxNews,"Matilda, Trump face off in new statue display commemorating 30th anniversary of children's book… https://t.co/rQeGAvfhkv",Tue Oct 02 15:39:47 +0000 2018,0.0,0.0,0.0,1.0,49
@FoxNews,Dow climbs to all-time intraday high https://t.co/oV3TSY6fwu https://t.co/amScPA3AqH,Tue Oct 02 15:33:04 +0000 2018,0.0,0.0,0.0,1.0,50
@FoxNews,State of play on Kavanaugh confirmation: @senatemajldr preparing to hold votes https://t.co/IBAR6gJ0oX https://t.co/z5JWMtZrvP,Tue Oct 02 15:24:46 +0000 2018,0.34,0.167,0.0,0.833,51
@FoxNews,"Brett Kavanaugh's friend Mark Judge interviewed by @FBI, lawyer reveals https://t.co/CdJ3N1fU2X https://t.co/jFB0t3Cish",Tue Oct 02 15:18:06 +0000 2018,0.4939,0.225,0.0,0.775,52
@FoxNews,.@FBI has not contacted Dr. Ford for interview https://t.co/CdJ3N1fU2X https://t.co/Bm3Z8uXijK,Tue Oct 02 15:10:47 +0000 2018,0.0,0.0,0.0,1.0,53
@FoxNews,U.S. stocks surge on new trade deal https://t.co/w7zJkrq8sb https://t.co/YKPYW7t5z0,Tue Oct 02 15:07:27 +0000 2018,0.0,0.0,0.0,1.0,54
@FoxNews,".@JohnJamesMI: ""Most people around the country are sick and tired of the partisanship— we need more leadership in W… https://t.co/x8zdT2OLK2",Tue Oct 02 14:54:35 +0000 2018,-0.7351,0.0,0.256,0.744,55
@FoxNews,".@JohnJamesMI: ""I promise that I will lead in Washington the way I led in Baghdad— I didn't fight for Democrats or… https://t.co/q7XzoiCgur",Tue Oct 02 14:52:56 +0000 2018,0.5399,0.209,0.0,0.791,56
@FoxNews,".@JMfreespeech: ""Any effort, I think to limit [the @FBI investigation], even if the Democrats are accused of delayi… https://t.co/ToKp2ybHcl",Tue Oct 02 14:47:57 +0000 2018,-0.296,0.0,0.115,0.885,57
@FoxNews,.@FLOTUS Melania Trump arrives in Ghana for first solo international trip as first lady https://t.co/z9TCGT2dRN https://t.co/oiv7srrrrX,Tue Oct 02 14:41:05 +0000 2018,0.0,0.0,0.0,1.0,58
@FoxNews,".@SenSchumer: ""We hope that there [are] still no limitations on the @FBI investigation...They'd asked for it to be… https://t.co/Cwagxa61cl",Tue Oct 02 14:36:06 +0000 2018,0.1779,0.131,0.1,0.769,59
@FoxNews,".@SenSchumer: ""Accusing Democrats of needlessly delaying a Supreme Court nomination is galling, is hypocritical com… https://t.co/6IjDxJ6tiY",Tue Oct 02 14:27:28 +0000 2018,-0.0258,0.177,0.232,0.591,60
@FoxNews,".@senatemajldr: ""[Democrats] will not be satisfied unless they have brought down Judge Kavanaugh's nomination."" https://t.co/XhF4yT8X2p",Tue Oct 02 14:17:54 +0000 2018,-0.3252,0.0,0.143,0.857,61
@FoxNews,".@senatemajldr: ""Democrats may be trying to move the goalposts every five minutes, but their goal has not moved an… https://t.co/VebJ9eETXi",Tue Oct 02 14:13:40 +0000 2018,0.0,0.0,0.0,1.0,62
@FoxNews,.@senatemajldr speaks on Senate floor https://t.co/ftGAZsTWi6,Tue Oct 02 14:10:19 +0000 2018,0.0,0.0,0.0,1.0,63
@FoxNews,".@SenTomCotton: ""The Democrats are engaged in an orchestrated smear campaign to assassinate Brett Kavanaugh's chara… https://t.co/m7904cHs4o",Tue Oct 02 14:08:00 +0000 2018,0.0516,0.141,0.13,0.729,64
@FoxNews,"Larry Kudlow on new trade deal: ""We made a good deal in everybody's interest and that's why it's succeeding.""… https://t.co/KgYVbHWNFW",Tue Oct 02 14:04:42 +0000 2018,0.7096,0.258,0.0,0.742,65
@FoxNews,"Larry Kudlow on new trade deal: ""These are very good things for the U.S. economy. @POTUS has basically delivered on… https://t.co/dJ4BLoJNlp",Tue Oct 02 14:00:27 +0000 2018,0.4927,0.138,0.0,0.862,66
@FoxNews,".@SenTomCotton on the FBI investigation: ""This is not about trying to get the facts or get the proof, it's about tr… https://t.co/YCoik61fk7",Tue Oct 02 13:56:45 +0000 2018,0.0,0.0,0.0,1.0,67
@FoxNews,"RT @FoxBusiness: US wage growth hits 17-month high
https://t.co/G1cgUj8Ula",Tue Oct 02 13:55:12 +0000 2018,0.3818,0.245,0.0,0.755,68
@FoxNews,".@jonathanvswan: ""They are all in on [Kavanaugh]. There is no plan B before the midterms."" https://t.co/LhyXGjxGA5 https://t.co/w9e3NBPd1Q",Tue Oct 02 13:54:09 +0000 2018,-0.296,0.0,0.128,0.872,69
@FoxNews,.@senatemajldr vows Kavanaugh vote this week https://t.co/LhyXGjxGA5 https://t.co/avtXjV3Ns5,Tue Oct 02 13:49:55 +0000 2018,0.0,0.0,0.0,1.0,70
@FoxNews,"Disabled man, 60, fights to keep Pennsylvania home as community rallies to raise funds https://t.co/p1AAhx8NX2",Tue Oct 02 13:20:00 +0000 2018,-0.4019,0.0,0.162,0.838,71
@FoxNews,.@FLOTUS visiting hospital in Ghana today @foxandfriends https://t.co/aygJcx2w58,Tue Oct 02 13:15:00 +0000 2018,0.0,0.0,0.0,1.0,72
@FoxNews,"President @realDonaldTrump want ""comprehensive"" but ""quick"" @FBI investigation into Brett Kavanaugh… https://t.co/SQHgq83IQ7",Tue Oct 02 13:14:18 +0000 2018,0.0387,0.095,0.0,0.905,73
